Academic Year,Module Code,Assessment Pattern Code,Assessment Sequence Number,Assessment Name,Assessment Weight,Assessment Summary,Module Instance Key,Module Delivery Instance Key,Assessment Body Instance Key
2023,COMP0002,COMP0002A4UF,1,Controlled Condition Exam (In Person),90,#001 90% EC05 Controlled Condition Exam (In Person),2023-COMP0002,2023-COMP0002-A4U,COMP0002A4UF-1
2023,COMP0002,COMP0002A4UF,2,Coursework 1,5,#002 05% CN01 Coursework 1,2023-COMP0002,2023-COMP0002-A4U,COMP0002A4UF-2
2023,COMP0002,COMP0002A4UF,3,Coursework 2,5,#003 05% CN01 Coursework 2,2023-COMP0002,2023-COMP0002-A4U,COMP0002A4UF-3
2023,COMP0003,COMP0003A4UF,1,Controlled Condition Exam (In Person),100,#001 100% EC05 Controlled Condition Exam (In Person),2023-COMP0003,2023-COMP0003-A4U,COMP0003A4UF-1
2023,COMP0004,COMP0004A4UF,1,Controlled Condition Exam (In Person),90,#001 90% EC05 Controlled Condition Exam (In Person),2023-COMP0004,2023-COMP0004-A4U,COMP0004A4UF-1
2023,COMP0004,COMP0004A4UF,2,Coursework,10,#002 10% CN01 Coursework,2023-COMP0004,2023-COMP0004-A4U,COMP0004A4UF-2
2023,COMP0005,COMP0005A4UF,1,Controlled Condition Exam (In Person),60,#001 60% EC05 Controlled Condition Exam (In Person),2023-COMP0005,2023-COMP0005-A4U,COMP0005A4UF-1
2023,COMP0005,COMP0005A4UF,2,Coursework (Group),40,#002 40% GN01 Coursework (Group),2023-COMP0005,2023-COMP0005-A4U,COMP0005A4UF-2
2023,COMP0007,COMP0007A5UF,1,Coursework 1,20,#001 20% CN01 Coursework 1,2023-COMP0007,2023-COMP0007-A5U,COMP0007A5UF-1
2023,COMP0007,COMP0007A5UF,2,Coursework 2,20,#002 20% CN01 Coursework 2,2023-COMP0007,2023-COMP0007-A5U,COMP0007A5UF-2
2023,COMP0007,COMP0007A5UF,3,Coursework 3,20,#003 20% CN01 Coursework 3,2023-COMP0007,2023-COMP0007-A5U,COMP0007A5UF-3
2023,COMP0007,COMP0007A5UF,4,Coursework 4,20,#004 20% CN01 Coursework 4,2023-COMP0007,2023-COMP0007-A5U,COMP0007A5UF-4
2023,COMP0007,COMP0007A5UF,5,Oral Presentation,20,#005 20% OD02 Oral Presentation,2023-COMP0007,2023-COMP0007-A5U,COMP0007A5UF-5
2023,COMP0008,COMP0008A5UF,1,Controlled Condition Exam (remote-online),100,#001 100% EC03 Controlled Condition Exam (remote-online),2023-COMP0008,2023-COMP0008-A5U,COMP0008A5UF-1
2023,COMP0009,COMP0009A5UF,1,Controlled Condition Exam (In Person),95,#001 95% EC05 Controlled Condition Exam (In Person),2023-COMP0009,2023-COMP0009-A5U,COMP0009A5UF-1
2023,COMP0009,COMP0009A5UF,2,Coursework,3,#002 03% CN01 Coursework,2023-COMP0009,2023-COMP0009-A5U,COMP0009A5UF-2
2023,COMP0009,COMP0009A5UF,3,Test,2,#003 02% TD01 Test,2023-COMP0009,2023-COMP0009-A5U,COMP0009A5UF-3
2023,COMP0010,COMP0010A5UF,1,Code (Group),50,#001 50% GN01 Code (Group),2023-COMP0010,2023-COMP0010-A5U,COMP0010A5UF-1
2023,COMP0010,COMP0010A5UF,2,Report (Individual),50,#002 50% CN01 Report (Individual),2023-COMP0010,2023-COMP0010-A5U,COMP0010A5UF-2
2023,COMP0011,COMP0011A4UF,1,Controlled Condition Exam (In Person),100,#001 100% EC05 Controlled Condition Exam (In Person),2023-COMP0011,2023-COMP0011-A4U,COMP0011A4UF-1
2023,COMP0011,COMP0011A5UF,1,Controlled Condition Exam (In Person),100,#001 100% EC05 Controlled Condition Exam (In Person),2023-COMP0011,2023-COMP0011-A5U,COMP0011A5UF-1
2023,COMP0012,COMP0012A4UF,1,Controlled Condition Exam (remote-online),80,#001 80% EC03 Controlled Condition Exam (remote-online),2023-COMP0012,2023-COMP0012-A4U,COMP0012A4UF-1
2023,COMP0012,COMP0012A4UF,2,Coursework 1 (Individual),10,#002 10% CN01 Coursework 1 (Individual),2023-COMP0012,2023-COMP0012-A4U,COMP0012A4UF-2
2023,COMP0012,COMP0012A4UF,3,Coursework 2 (Group),10,#003 10% GN02 Coursework 2 (Group),2023-COMP0012,2023-COMP0012-A4U,COMP0012A4UF-3
2023,COMP0012,COMP0012A6UF,1,Controlled Condition Exam (remote-online),80,#001 80% EC03 Controlled Condition Exam (remote-online),2023-COMP0012,2023-COMP0012-A6U,COMP0012A6UF-1
2023,COMP0012,COMP0012A6UF,2,Coursework 1 (Individual),10,#002 10% CN01 Coursework 1 (Individual),2023-COMP0012,2023-COMP0012-A6U,COMP0012A6UF-2
2023,COMP0012,COMP0012A6UF,3,Coursework 2 (Group),10,#003 10% GN02 Coursework 2 (Group),2023-COMP0012,2023-COMP0012-A6U,COMP0012A6UF-3
2023,COMP0014,COMP0014A5UF,1,Coursework,100,#001 100% CN01 Coursework,2023-COMP0014,2023-COMP0014-A5U,COMP0014A5UF-1
2023,COMP0015,COMP0015A5UF,1,Test,40,#001 40% TD01 Test,2023-COMP0015,2023-COMP0015-A5U,COMP0015A5UF-1
2023,COMP0015,COMP0015A5UF,2,Coursework,60,#002 60% CN01 Coursework,2023-COMP0015,2023-COMP0015-A5U,COMP0015A5UF-2
2023,COMP0016,COMP0016A5UF,1,Coursework (HCI) (Group),5,#001 05% GN02 Coursework (HCI) (Group),2023-COMP0016,2023-COMP0016-A5U,COMP0016A5UF-1
2023,COMP0016,COMP0016A5UF,2,Presentation 1 (Pitch) (Group),5,#002 05% GN02 Presentation 1 (Pitch) (Group),2023-COMP0016,2023-COMP0016-A5U,COMP0016A5UF-2
2023,COMP0016,COMP0016A5UF,3,Presentation 2 (Client) (Group),5,#003 05% GN02 Presentation 2 (Client) (Group),2023-COMP0016,2023-COMP0016-A5U,COMP0016A5UF-3
2023,COMP0016,COMP0016A5UF,4,Portfolio (Group),55,#004 55% GN02 Portfolio (Group),2023-COMP0016,2023-COMP0016-A5U,COMP0016A5UF-4
2023,COMP0016,COMP0016A5UF,5,Coursework (Individual),30,#005 30% CN01 Coursework (Individual),2023-COMP0016,2023-COMP0016-A5U,COMP0016A5UF-5
2023,COMP0017,COMP0017A6UF,1,Controlled Condition Exam (In Person),100,#001 100% EC05 Controlled Condition Exam (In Person),2023-COMP0017,2023-COMP0017-A6U,COMP0017A6UF-1
2023,COMP0019,COMP0019A6UF,1,Controlled Condition Exam (In Person),60,#001 60% EC05 Controlled Condition Exam (In Person),2023-COMP0019,2023-COMP0019-A6U,COMP0019A6UF-1
2023,COMP0019,COMP0019A6UF,2,Coursework 1,13,#002 13% CN01 Coursework 1,2023-COMP0019,2023-COMP0019-A6U,COMP0019A6UF-2
2023,COMP0019,COMP0019A6UF,3,Coursework 2,13,#003 13% CN01 Coursework 2,2023-COMP0019,2023-COMP0019-A6U,COMP0019A6UF-3
2023,COMP0019,COMP0019A6UF,4,Coursework 3,14,#004 14% CN01 Coursework 3,2023-COMP0019,2023-COMP0019-A6U,COMP0019A6UF-4
2023,COMP0020,COMP0020A6UF,1,Controlled Condition Exam (In Person),100,#001 100% EC05 Controlled Condition Exam (In Person),2023-COMP0020,2023-COMP0020-A6U,COMP0020A6UF-1
2023,COMP0020,COMP0020A7PF,1,Controlled Condition Exam (In Person),100,#001 100% EC05 Controlled Condition Exam (In Person),2023-COMP0020,2023-COMP0020-A7P,COMP0020A7PF-1
2023,COMP0021,COMP0021A6UF,1,Test 1,12,#001 12% TD01 Test 1,2023-COMP0021,2023-COMP0021-A6U,COMP0021A6UF-1
2023,COMP0021,COMP0021A6UF,2,Test 2,12,#002 12% TD01 Test 2,2023-COMP0021,2023-COMP0021-A6U,COMP0021A6UF-2
2023,COMP0021,COMP0021A6UF,3,Test 3,12,#003 12% TD01 Test 3,2023-COMP0021,2023-COMP0021-A6U,COMP0021A6UF-3
2023,COMP0021,COMP0021A6UF,4,Test 4,12,#004 12% TD01 Test 4,2023-COMP0021,2023-COMP0021-A6U,COMP0021A6UF-4
2023,COMP0021,COMP0021A6UF,5,Coursework 1,10,#005 10% CN01 Coursework 1,2023-COMP0021,2023-COMP0021-A6U,COMP0021A6UF-5
2023,COMP0021,COMP0021A6UF,6,Coursework 2,42,#006 42% CN01 Coursework 2,2023-COMP0021,2023-COMP0021-A6U,COMP0021A6UF-6
2023,COMP0021,COMP0021A7PF,1,Test 1,12,#001 12% TD01 Test 1,2023-COMP0021,2023-COMP0021-A7P,COMP0021A7PF-1
2023,COMP0021,COMP0021A7PF,2,Test 2,12,#002 12% TD01 Test 2,2023-COMP0021,2023-COMP0021-A7P,COMP0021A7PF-2
2023,COMP0021,COMP0021A7PF,3,Test 3,12,#003 12% TD01 Test 3,2023-COMP0021,2023-COMP0021-A7P,COMP0021A7PF-3
2023,COMP0021,COMP0021A7PF,4,Test 4,12,#004 12% TD01 Test 4,2023-COMP0021,2023-COMP0021-A7P,COMP0021A7PF-4
2023,COMP0021,COMP0021A7PF,5,Coursework 1,10,#005 10% CN01 Coursework 1,2023-COMP0021,2023-COMP0021-A7P,COMP0021A7PF-5
2023,COMP0021,COMP0021A7PF,6,Coursework 2,42,#006 42% CN01 Coursework 2,2023-COMP0021,2023-COMP0021-A7P,COMP0021A7PF-6
2023,COMP0022,COMP0022A6UF,1,Controlled Condition Exam (In Person),50,#001 50% EC05 Controlled Condition Exam (In Person),2023-COMP0022,2023-COMP0022-A6U,COMP0022A6UF-1
2023,COMP0022,COMP0022A6UF,2,Coursework,50,#002 50% CN01 Coursework,2023-COMP0022,2023-COMP0022-A6U,COMP0022A6UF-2
2023,COMP0022,COMP0022A7PF,1,Controlled Condition Exam (In Person),50,#001 50% EC05 Controlled Condition Exam (In Person),2023-COMP0022,2023-COMP0022-A7P,COMP0022A7PF-1
2023,COMP0022,COMP0022A7PF,2,Coursework,50,#002 50% CN01 Coursework,2023-COMP0022,2023-COMP0022-A7P,COMP0022A7PF-2
2023,COMP0023,COMP0023A6UF,1,Controlled Condition Exam (In Person),70,#001 70% EC05 Controlled Condition Exam (In Person),2023-COMP0023,2023-COMP0023-A6U,COMP0023A6UF-1
2023,COMP0023,COMP0023A6UF,2,Coursework 1,15,#002 15% CN01 Coursework 1,2023-COMP0023,2023-COMP0023-A6U,COMP0023A6UF-2
2023,COMP0023,COMP0023A6UF,3,Coursework 2,15,#003 15% CN01 Coursework 2,2023-COMP0023,2023-COMP0023-A6U,COMP0023A6UF-3
2023,COMP0023,COMP0023A7PF,1,Controlled Condition Exam (In Person),70,#001 70% EC05 Controlled Condition Exam (In Person),2023-COMP0023,2023-COMP0023-A7P,COMP0023A7PF-1
2023,COMP0023,COMP0023A7PF,2,Coursework 1,15,#002 15% CN01 Coursework 1,2023-COMP0023,2023-COMP0023-A7P,COMP0023A7PF-2
2023,COMP0023,COMP0023A7PF,3,Coursework 2,15,#003 15% CN01 Coursework 2,2023-COMP0023,2023-COMP0023-A7P,COMP0023A7PF-3
2023,COMP0024,COMP0024A6UF,1,Controlled Condition Exam (In Person),90,#001 90% EC05 Controlled Condition Exam (In Person),2023-COMP0024,2023-COMP0024-A6U,COMP0024A6UF-1
2023,COMP0024,COMP0024A6UF,2,Coursework 1,5,#002 05% CN01 Coursework 1,2023-COMP0024,2023-COMP0024-A6U,COMP0024A6UF-2
2023,COMP0024,COMP0024A6UF,3,Coursework 2,5,#003 05% CN01 Coursework 2,2023-COMP0024,2023-COMP0024-A6U,COMP0024A6UF-3
2023,COMP0024,COMP0024A7PF,1,Controlled Condition Exam (In Person),90,#001 90% EC05 Controlled Condition Exam (In Person),2023-COMP0024,2023-COMP0024-A7P,COMP0024A7PF-1
2023,COMP0024,COMP0024A7PF,2,Coursework 1,5,#002 05% CN01 Coursework 1,2023-COMP0024,2023-COMP0024-A7P,COMP0024A7PF-2
2023,COMP0024,COMP0024A7PF,3,Coursework 2,5,#003 05% CN01 Coursework 2,2023-COMP0024,2023-COMP0024-A7P,COMP0024A7PF-3
2023,COMP0025,COMP0025A6UF,1,Controlled Condition Exam (In Person),75,#001 75% EC05 Controlled Condition Exam (In Person),2023-COMP0025,2023-COMP0025-A6U,COMP0025A6UF-1
2023,COMP0025,COMP0025A6UF,2,Coursework,25,#002 25% CN01 Coursework,2023-COMP0025,2023-COMP0025-A6U,COMP0025A6UF-2
2023,COMP0025,COMP0025A7PF,1,Controlled Condition Exam (In Person),75,#001 75% EC05 Controlled Condition Exam (In Person),2023-COMP0025,2023-COMP0025-A7P,COMP0025A7PF-1
2023,COMP0025,COMP0025A7PF,2,Coursework,25,#002 25% CN01 Coursework,2023-COMP0025,2023-COMP0025-A7P,COMP0025A7PF-2
2023,COMP0025,COMP0025A7UF,1,Controlled Condition Exam (In Person),75,#001 75% EC05 Controlled Condition Exam (In Person),2023-COMP0025,2023-COMP0025-A7U,COMP0025A7UF-1
2023,COMP0025,COMP0025A7UF,2,Coursework,25,#002 25% CN01 Coursework,2023-COMP0025,2023-COMP0025-A7U,COMP0025A7UF-2
2023,COMP0026,COMP0026A6UF,1,Coursework 1,20,#001 20% CN01 Coursework 1,2023-COMP0026,2023-COMP0026-A6U,COMP0026A6UF-1
2023,COMP0026,COMP0026A6UF,2,Coursework 2,20,#002 20% CN01 Coursework 2,2023-COMP0026,2023-COMP0026-A6U,COMP0026A6UF-2
2023,COMP0026,COMP0026A6UF,3,Practical,60,#003 60% PD01 Practical,2023-COMP0026,2023-COMP0026-A6U,COMP0026A6UF-3
2023,COMP0026,COMP0026A7PF,1,Coursework 1,20,#001 20% CN01 Coursework 1,2023-COMP0026,2023-COMP0026-A7P,COMP0026A7PF-1
2023,COMP0026,COMP0026A7PF,2,Coursework 2,20,#002 20% CN01 Coursework 2,2023-COMP0026,2023-COMP0026-A7P,COMP0026A7PF-2
2023,COMP0026,COMP0026A7PF,3,Practical,60,#003 60% PD01 Practical,2023-COMP0026,2023-COMP0026-A7P,COMP0026A7PF-3
2023,COMP0027,COMP0027A6UF,1,Coursework 1 (Raytracing),33,#001 33% CN01 Coursework 1 (Raytracing),2023-COMP0027,2023-COMP0027-A6U,COMP0027A6UF-1
2023,COMP0027,COMP0027A6UF,2,Coursework 2 (Rasterization),33,#002 33% CN01 Coursework 2 (Rasterization),2023-COMP0027,2023-COMP0027-A6U,COMP0027A6UF-2
2023,COMP0027,COMP0027A6UF,3,Coursework 3 (Path Tracing),34,#003 34% CN01 Coursework 3 (Path Tracing),2023-COMP0027,2023-COMP0027-A6U,COMP0027A6UF-3
2023,COMP0027,COMP0027A7PF,1,Coursework 1 (Raytracing),33,#001 33% CN01 Coursework 1 (Raytracing),2023-COMP0027,2023-COMP0027-A7P,COMP0027A7PF-1
2023,COMP0027,COMP0027A7PF,2,Coursework 2 (Rasterization),33,#002 33% CN01 Coursework 2 (Rasterization),2023-COMP0027,2023-COMP0027-A7P,COMP0027A7PF-2
2023,COMP0027,COMP0027A7PF,3,Coursework 3 (Path Tracing),34,#003 34% CN01 Coursework 3 (Path Tracing),2023-COMP0027,2023-COMP0027-A7P,COMP0027A7PF-3
2023,COMP0028,COMP0028A7PF,1,Individual project,60,#001 60% RN02 Individual project,2023-COMP0028,2023-COMP0028-A7P,COMP0028A7PF-1
2023,COMP0028,COMP0028A7PF,2,Coursework 1,20,#002 20% CN01 Coursework 1,2023-COMP0028,2023-COMP0028-A7P,COMP0028A7PF-2
2023,COMP0028,COMP0028A7PF,3,Coursework 2,20,#003 20% CN01 Coursework 2,2023-COMP0028,2023-COMP0028-A7P,COMP0028A7PF-3
2023,COMP0028,COMP0028A7UF,1,Individual project,60,#001 60% RN02 Individual project,2023-COMP0028,2023-COMP0028-A7U,COMP0028A7UF-1
2023,COMP0028,COMP0028A7UF,2,Coursework 1,20,#002 20% CN01 Coursework 1,2023-COMP0028,2023-COMP0028-A7U,COMP0028A7UF-2
2023,COMP0028,COMP0028A7UF,3,Coursework 2,20,#003 20% CN01 Coursework 2,2023-COMP0028,2023-COMP0028-A7U,COMP0028A7UF-3
2023,COMP0029,COMP0029A6UF,1,Project/ Dissertation Report,90,#001 90% RN01 Project/ Dissertation Report,2023-COMP0029,2023-COMP0029-A6U,COMP0029A6UF-1
2023,COMP0029,COMP0029A6UF,2,UCL Challenge,10,#002 10% CN01 UCL Challenge,2023-COMP0029,2023-COMP0029-A6U,COMP0029A6UF-2
2023,COMP0030,COMP0030A6UF,1,Coursework,80,#001 80% CN01 Coursework,2023-COMP0030,2023-COMP0030-A6U,COMP0030A6UF-1
2023,COMP0030,COMP0030A6UF,2,UCL Challenge,20,#002 20% CN01 UCL Challenge,2023-COMP0030,2023-COMP0030-A6U,COMP0030A6UF-2
2023,COMP0031,COMP0031A6UF,2,Report 1 (Group),40,#002 40% GN02 Report 1 (Group),2023-COMP0031,2023-COMP0031-A6U,COMP0031A6UF-2
2023,COMP0031,COMP0031A6UF,3,Report 2 (Individual),60,#003 60% RN01 Report 2 (Individual),2023-COMP0031,2023-COMP0031-A6U,COMP0031A6UF-3
2023,COMP0032,COMP0032A6UF,1,Study Abroad Year Final Mark,98,#001 98% FN01 Study Abroad Year Final Mark,2023-COMP0032,2023-COMP0032-A6U,COMP0032A6UF-1
2023,COMP0032,COMP0032A6UF,2,UCL Challenge,2,#002 02% CN01 UCL Challenge,2023-COMP0032,2023-COMP0032-A6U,COMP0032A6UF-2
2023,COMP0033,COMP0033A6UF,1,Report,100,#001 100% CN01 Report,2023-COMP0033,2023-COMP0033-A6U,COMP0033A6UF-1
2023,COMP0034,COMP0034A6UF,1,Coursework 1,50,#001 50% CN01 Coursework 1,2023-COMP0034,2023-COMP0034-A6U,COMP0034A6UF-1
2023,COMP0034,COMP0034A6UF,2,Coursework 2,50,#002 50% CN01 Coursework 2,2023-COMP0034,2023-COMP0034-A6U,COMP0034A6UF-2
2023,COMP0035,COMP0035A6UF,1,Coursework 1,50,#001 50% CN01 Coursework 1,2023-COMP0035,2023-COMP0035-A6U,COMP0035A6UF-1
2023,COMP0035,COMP0035A6UF,2,Coursework 2,50,#002 50% CN01 Coursework 2,2023-COMP0035,2023-COMP0035-A6U,COMP0035A6UF-2
2023,COMP0036,COMP0036A6UF,1,Controlled Condition Exam (In Person),60,#001 60% EC05 Controlled Condition Exam (In Person),2023-COMP0036,2023-COMP0036-A6U,COMP0036A6UF-1
2023,COMP0036,COMP0036A6UF,2,Coursework (Group),40,#002 40% GN02 Coursework (Group),2023-COMP0036,2023-COMP0036-A6U,COMP0036A6UF-2
2023,COMP0037,COMP0037A6UF,1,Coursework 1 (Group),40,#001 40% GN02 Coursework 1 (Group),2023-COMP0037,2023-COMP0037-A6U,COMP0037A6UF-1
2023,COMP0037,COMP0037A6UF,2,Coursework 2 (Group),60,#002 60% GN02 Coursework 2 (Group),2023-COMP0037,2023-COMP0037-A6U,COMP0037A6UF-2
2023,COMP0039,COMP0039A6UF,1,Coursework 1,25,#001 25% CN01 Coursework 1,2023-COMP0039,2023-COMP0039-A6U,COMP0039A6UF-1
2023,COMP0039,COMP0039A6UF,2,Coursework 2,25,#002 25% CN01 Coursework 2,2023-COMP0039,2023-COMP0039-A6U,COMP0039A6UF-2
2023,COMP0039,COMP0039A6UF,3,Coursework 3,25,#003 25% CN01 Coursework 3,2023-COMP0039,2023-COMP0039-A6U,COMP0039A6UF-3
2023,COMP0039,COMP0039A6UF,4,Presentation,25,#004 25% CN01 Presentation,2023-COMP0039,2023-COMP0039-A6U,COMP0039A6UF-4
2023,COMP0039,COMP0039A7PF,1,Coursework 1,25,#001 25% CN01 Coursework 1,2023-COMP0039,2023-COMP0039-A7P,COMP0039A7PF-1
2023,COMP0039,COMP0039A7PF,2,Coursework 2,25,#002 25% CN01 Coursework 2,2023-COMP0039,2023-COMP0039-A7P,COMP0039A7PF-2
2023,COMP0039,COMP0039A7PF,3,Coursework 3,25,#003 25% CN01 Coursework 3,2023-COMP0039,2023-COMP0039-A7P,COMP0039A7PF-3
2023,COMP0039,COMP0039A7PF,4,Presentation,25,#004 25% CN01 Presentation,2023-COMP0039,2023-COMP0039-A7P,COMP0039A7PF-4
2023,COMP0039,COMP0039A7UF,1,Coursework 1,25,#001 25% CN01 Coursework 1,2023-COMP0039,2023-COMP0039-A7U,COMP0039A7UF-1
2023,COMP0039,COMP0039A7UF,2,Coursework 2,25,#002 25% CN01 Coursework 2,2023-COMP0039,2023-COMP0039-A7U,COMP0039A7UF-2
2023,COMP0039,COMP0039A7UF,3,Coursework 3,25,#003 25% CN01 Coursework 3,2023-COMP0039,2023-COMP0039-A7U,COMP0039A7UF-3
2023,COMP0039,COMP0039A7UF,4,Presentation,25,#004 25% CN01 Presentation,2023-COMP0039,2023-COMP0039-A7U,COMP0039A7UF-4
2023,COMP0040,COMP0040A7PF,1,Coursework,70,#001 70% CN01 Coursework,2023-COMP0040,2023-COMP0040-A7P,COMP0040A7PF-1
2023,COMP0040,COMP0040A7PF,2,Test,30,#002 30% TD01 Test,2023-COMP0040,2023-COMP0040-A7P,COMP0040A7PF-2
2023,COMP0041,COMP0041A7PF,1,Controlled Condition Exam (In Person),80,#001 80% EC05 Controlled Condition Exam (In Person),2023-COMP0041,2023-COMP0041-A7P,COMP0041A7PF-1
2023,COMP0041,COMP0041A7PF,2,Test (In Person),20,#002 20% TD01 Test (In Person),2023-COMP0041,2023-COMP0041-A7P,COMP0041A7PF-2
2023,COMP0043,COMP0043A7PF,1,Controlled Condition Exam (In Person),60,#001 60% EC05 Controlled Condition Exam (In Person),2023-COMP0043,2023-COMP0043-A7P,COMP0043A7PF-1
2023,COMP0043,COMP0043A7PF,2,Test (In Person),40,#002 40% TD01 Test (In Person),2023-COMP0043,2023-COMP0043-A7P,COMP0043A7PF-2
2023,COMP0044,COMP0044A7PF,1,Coursework (Group),50,#001 50% GN02 Coursework (Group),2023-COMP0044,2023-COMP0044-A7P,COMP0044A7PF-1
2023,COMP0044,COMP0044A7PF,2,Test 1,25,#002 25% TD01 Test 1,2023-COMP0044,2023-COMP0044-A7P,COMP0044A7PF-2
2023,COMP0044,COMP0044A7PF,3,Test 2,25,#003 25% TD01 Test 2,2023-COMP0044,2023-COMP0044-A7P,COMP0044A7PF-3
2023,COMP0044,COMP0044A7UF,1,Coursework (Group),50,#001 50% GN02 Coursework (Group),2023-COMP0044,2023-COMP0044-A7U,COMP0044A7UF-1
2023,COMP0044,COMP0044A7UF,2,Test 1,25,#002 25% TD01 Test 1,2023-COMP0044,2023-COMP0044-A7U,COMP0044A7UF-2
2023,COMP0044,COMP0044A7UF,3,Test 2,25,#003 25% TD01 Test 2,2023-COMP0044,2023-COMP0044-A7U,COMP0044A7UF-3
2023,COMP0045,COMP0045A7PF,1,Controlled Condition Exam (In Person),60,#001 60% EC05 Controlled Condition Exam (In Person),2023-COMP0045,2023-COMP0045-A7P,COMP0045A7PF-1
2023,COMP0045,COMP0045A7PF,2,Test (In Person),40,#002 40% TD01 Test (In Person),2023-COMP0045,2023-COMP0045-A7P,COMP0045A7PF-2
2023,COMP0046,COMP0046A7PF,1,Coursework,100,#001 100% CN01 Coursework,2023-COMP0046,2023-COMP0046-A7P,COMP0046A7PF-1
2023,COMP0047,COMP0047A7PF,1,Coursework,70,#001 70% CN01 Coursework,2023-COMP0047,2023-COMP0047-A7P,COMP0047A7PF-1
2023,COMP0047,COMP0047A7PF,2,Test (In Person),30,#002 30% TD01 Test (In Person),2023-COMP0047,2023-COMP0047-A7P,COMP0047A7PF-2
2023,COMP0048,COMP0048A7PF,1,Controlled Condition Exam (In Person),80,#001 80% EC05 Controlled Condition Exam (In Person),2023-COMP0048,2023-COMP0048-A7P,COMP0048A7PF-1
2023,COMP0048,COMP0048A7PF,5,Test (In Person),20,#005 20% TD01 Test (In Person),2023-COMP0048,2023-COMP0048-A7P,COMP0048A7PF-5
2023,COMP0049,COMP0049A7PF,1,Practical Exam (In Person),100,#001 100% PD01 Practical Exam (In Person),2023-COMP0049,2023-COMP0049-A7P,COMP0049A7PF-1
2023,COMP0050,COMP0050A7PF,1,Coursework,100,#001 100% CN01 Coursework,2023-COMP0050,2023-COMP0050-A7P,COMP0050A7PF-1
2023,COMP0051,COMP0051A7PF,1,Coursework 1,40,#001 40% CN01 Coursework 1,2023-COMP0051,2023-COMP0051-A7P,COMP0051A7PF-1
2023,COMP0051,COMP0051A7PF,2,Coursework 2,60,#002 60% CN01 Coursework 2,2023-COMP0051,2023-COMP0051-A7P,COMP0051A7PF-2
2023,COMP0053,COMP0053A7PF,1,Coursework 1 (Group),40,#001 40% GN01 Coursework 1 (Group),2023-COMP0053,2023-COMP0053-A7P,COMP0053A7PF-1
2023,COMP0053,COMP0053A7PF,2,Coursework 2 (Individual),60,#002 60% CN01 Coursework 2 (Individual),2023-COMP0053,2023-COMP0053-A7P,COMP0053A7PF-2
2023,COMP0053,COMP0053A7UF,1,Coursework 1 (Group),40,#001 40% GN01 Coursework 1 (Group),2023-COMP0053,2023-COMP0053-A7U,COMP0053A7UF-1
2023,COMP0053,COMP0053A7UF,2,Coursework 2 (Individual),60,#002 60% CN01 Coursework 2 (Individual),2023-COMP0053,2023-COMP0053-A7U,COMP0053A7UF-2
2023,COMP0054,COMP0054A7PF,1,Controlled Condition Exam (In Person),80,#001 80% EC05 Controlled Condition Exam (In Person),2023-COMP0054,2023-COMP0054-A7P,COMP0054A7PF-1
2023,COMP0054,COMP0054A7PF,2,Coursework,20,#002 20% CN01 Coursework,2023-COMP0054,2023-COMP0054-A7P,COMP0054A7PF-2
2023,COMP0054,COMP0054A7UF,1,Controlled Condition Exam (In Person),80,#001 80% EC05 Controlled Condition Exam (In Person),2023-COMP0054,2023-COMP0054-A7U,COMP0054A7UF-1
2023,COMP0054,COMP0054A7UF,2,Coursework,20,#002 20% CN01 Coursework,2023-COMP0054,2023-COMP0054-A7U,COMP0054A7UF-2
2023,COMP0055,COMP0055A7PF,1,Controlled Condition Exam (In Person),50,#001 50% EC05 Controlled Condition Exam (In Person),2023-COMP0055,2023-COMP0055-A7P,COMP0055A7PF-1
2023,COMP0055,COMP0055A7PF,2,Coursework 1,20,#002 20% CN01 Coursework 1,2023-COMP0055,2023-COMP0055-A7P,COMP0055A7PF-2
2023,COMP0055,COMP0055A7PF,3,Coursework 2,30,#003 30% CN01 Coursework 2,2023-COMP0055,2023-COMP0055-A7P,COMP0055A7PF-3
2023,COMP0055,COMP0055A7UF,1,Controlled Condition Exam (In Person),50,#001 50% EC05 Controlled Condition Exam (In Person),2023-COMP0055,2023-COMP0055-A7U,COMP0055A7UF-1
2023,COMP0055,COMP0055A7UF,2,Coursework 1,20,#002 20% CN01 Coursework 1,2023-COMP0055,2023-COMP0055-A7U,COMP0055A7UF-2
2023,COMP0055,COMP0055A7UF,3,Coursework 2,30,#003 30% CN01 Coursework 2,2023-COMP0055,2023-COMP0055-A7U,COMP0055A7UF-3
2023,COMP0056,COMP0056A7PF,1,Coursework 1,25,#001 25% CN01 Coursework 1,2023-COMP0056,2023-COMP0056-A7P,COMP0056A7PF-1
2023,COMP0056,COMP0056A7PF,2,Coursework 2,75,#002 75% CN01 Coursework 2,2023-COMP0056,2023-COMP0056-A7P,COMP0056A7PF-2
2023,COMP0056,COMP0056A7UF,1,Coursework 1,25,#001 25% CN01 Coursework 1,2023-COMP0056,2023-COMP0056-A7U,COMP0056A7UF-1
2023,COMP0056,COMP0056A7UF,2,Coursework 2,75,#002 75% CN01 Coursework 2,2023-COMP0056,2023-COMP0056-A7U,COMP0056A7UF-2
2023,COMP0057,COMP0057A7PF,1,Coursework 1,10,#001 10% CN01 Coursework 1,2023-COMP0057,2023-COMP0057-A7P,COMP0057A7PF-1
2023,COMP0057,COMP0057A7PF,2,Coursework 2,10,#002 10% CN01 Coursework 2,2023-COMP0057,2023-COMP0057-A7P,COMP0057A7PF-2
